p_noise	bell_state	optimization_level	routing_method	noise_adaptive	fidelity	success_rate	depth	gate_count	cx_count	sx_count	x_count	rz_count	initial_layout	adaptive_path	blind_layout
0.04	phi_minus	1	lookahead	TRUE	0.913253005	0.986572266	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.04	phi_minus	1	lookahead	FALSE	0.722308812	0.820678711	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.04	phi_minus	2	sabre	TRUE	0.912979964	0.953857422	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	phi_minus	2	sabre	FALSE	0.722308812	0.820678711	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	phi_minus	2	lookahead	TRUE	0.913253005	0.986572266	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.04	phi_minus	2	lookahead	FALSE	0.722308812	0.820678711	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	phi_minus	3	sabre	TRUE	0.912979964	0.953857422	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	phi_minus	3	sabre	FALSE	0.722308812	0.820678711	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	phi_minus	3	lookahead	TRUE	0.913253005	0.986572266	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.04	phi_minus	3	lookahead	FALSE	0.722308812	0.820678711	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_plus	1	sabre	TRUE	0.892545273	0.941162109	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_plus	1	sabre	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_plus	1	lookahead	TRUE	0.892810015	0.972412109	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_plus	1	lookahead	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_plus	2	sabre	TRUE	0.892545273	0.941162109	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_plus	2	sabre	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_plus	2	lookahead	TRUE	0.892810015	0.972412109	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_plus	2	lookahead	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_plus	3	sabre	TRUE	0.892545273	0.941162109	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_plus	3	sabre	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_plus	3	lookahead	TRUE	0.892810015	0.972412109	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_plus	3	lookahead	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_minus	1	sabre	TRUE	0.892545273	0.941162109	5	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_minus	1	sabre	FALSE	0.698126602	0.816894531	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_minus	1	lookahead	TRUE	0.892810014	0.972412109	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_minus	1	lookahead	FALSE	0.698126602	0.816894531	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_minus	2	sabre	TRUE	0.892545273	0.941162109	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_minus	2	sabre	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_minus	2	lookahead	TRUE	0.892810014	0.972412109	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_minus	2	lookahead	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_minus	3	sabre	TRUE	0.892545273	0.941162109	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_minus	3	sabre	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.04	psi_minus	3	lookahead	TRUE	0.892810014	0.972412109	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.04	psi_minus	3	lookahead	FALSE	0.698126602	0.816894531	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_plus	1	sabre	TRUE	0.892373667	0.945556641	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_plus	1	sabre	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_plus	1	lookahead	TRUE	0.892794852	0.983032227	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_plus	1	lookahead	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_plus	2	sabre	TRUE	0.892373667	0.945556641	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_plus	2	sabre	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_plus	2	lookahead	TRUE	0.892794852	0.983032227	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_plus	2	lookahead	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_plus	3	sabre	TRUE	0.892373667	0.945556641	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_plus	3	sabre	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_plus	3	lookahead	TRUE	0.892794852	0.983032227	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_plus	3	lookahead	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_minus	1	sabre	TRUE	0.892373667	0.945556641	5	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_minus	1	sabre	FALSE	0.655670013	0.775878906	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_minus	1	lookahead	TRUE	0.892794851	0.983032227	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_minus	1	lookahead	FALSE	0.655670013	0.775878906	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_minus	2	sabre	TRUE	0.892373667	0.945556641	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_minus	2	sabre	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_minus	2	lookahead	TRUE	0.892794851	0.983032227	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_minus	2	lookahead	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_minus	3	sabre	TRUE	0.892373667	0.945556641	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_minus	3	sabre	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	phi_minus	3	lookahead	TRUE	0.892794851	0.983032227	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.05	phi_minus	3	lookahead	FALSE	0.655670013	0.775878906	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_plus	1	sabre	TRUE	0.867528586	0.923583984	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_plus	1	sabre	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_plus	1	lookahead	TRUE	0.867933765	0.965820313	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_plus	1	lookahead	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_plus	2	sabre	TRUE	0.867528586	0.923583984	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_plus	2	sabre	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_plus	2	lookahead	TRUE	0.867933765	0.965820313	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_plus	2	lookahead	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_plus	3	sabre	TRUE	0.867528586	0.923583984	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_plus	3	sabre	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_plus	3	lookahead	TRUE	0.867933765	0.965820313	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_plus	3	lookahead	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_minus	1	sabre	TRUE	0.867528585	0.923583984	5	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_minus	1	sabre	FALSE	0.629707133	0.772216797	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_minus	1	lookahead	TRUE	0.867933765	0.965820313	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_minus	1	lookahead	FALSE	0.629707133	0.772216797	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_minus	2	sabre	TRUE	0.867528586	0.923583984	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_minus	2	sabre	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_minus	2	lookahead	TRUE	0.867933765	0.965820313	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_minus	2	lookahead	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_minus	3	sabre	TRUE	0.867528586	0.923583984	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_minus	3	sabre	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.05	psi_minus	3	lookahead	TRUE	0.867933765	0.965820313	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.05	psi_minus	3	lookahead	FALSE	0.629707133	0.772216797	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_plus	1	sabre	TRUE	0.872211518	0.932861328	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_plus	1	sabre	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_plus	1	lookahead	TRUE	0.872810251	0.980224609	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_plus	1	lookahead	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_plus	2	sabre	TRUE	0.872211518	0.932861328	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_plus	2	sabre	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_plus	2	lookahead	TRUE	0.872810251	0.980224609	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_plus	2	lookahead	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_plus	3	sabre	TRUE	0.872211518	0.932861328	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_plus	3	sabre	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_plus	3	lookahead	TRUE	0.872810251	0.980224609	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_plus	3	lookahead	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_minus	1	sabre	TRUE	0.872211518	0.932861328	5	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_minus	1	sabre	FALSE	0.590144814	0.734619141	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_minus	1	lookahead	TRUE	0.87281025	0.980224609	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_minus	1	lookahead	FALSE	0.590144814	0.734619141	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_minus	2	sabre	TRUE	0.872211518	0.932861328	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_minus	2	sabre	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_minus	2	lookahead	TRUE	0.87281025	0.980224609	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_minus	2	lookahead	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_minus	3	sabre	TRUE	0.872211518	0.932861328	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_minus	3	sabre	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	phi_minus	3	lookahead	TRUE	0.87281025	0.980224609	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.06	phi_minus	3	lookahead	FALSE	0.590144814	0.734619141	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_plus	1	sabre	TRUE	0.84321642	0.911865234	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_plus	1	sabre	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_plus	1	lookahead	TRUE	0.843787851	0.958740234	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_plus	1	lookahead	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_plus	2	sabre	TRUE	0.84321642	0.911865234	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_plus	2	sabre	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_plus	2	lookahead	TRUE	0.843787851	0.958740234	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_plus	2	lookahead	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_plus	3	sabre	TRUE	0.84321642	0.911865234	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_plus	3	sabre	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_plus	3	lookahead	TRUE	0.843787851	0.958740234	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_plus	3	lookahead	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_minus	1	sabre	TRUE	0.84321642	0.911865234	5	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_minus	1	sabre	FALSE	0.564021693	0.727294922	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_minus	1	lookahead	TRUE	0.84378785	0.958740234	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_minus	1	lookahead	FALSE	0.564021693	0.727294922	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_minus	2	sabre	TRUE	0.84321642	0.911865234	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_minus	2	sabre	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_minus	2	lookahead	TRUE	0.84378785	0.958740234	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_minus	2	lookahead	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_minus	3	sabre	TRUE	0.84321642	0.911865234	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_minus	3	sabre	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.06	psi_minus	3	lookahead	TRUE	0.84378785	0.958740234	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.06	psi_minus	3	lookahead	FALSE	0.564021693	0.727294922	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_plus	1	sabre	TRUE	0.852486003	0.921264648	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_plus	1	sabre	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_plus	1	lookahead	TRUE	0.853290456	0.977539063	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_plus	1	lookahead	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_plus	2	sabre	TRUE	0.852486003	0.921264648	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_plus	2	sabre	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_plus	2	lookahead	TRUE	0.853290456	0.977539063	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_plus	2	lookahead	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_plus	3	sabre	TRUE	0.852486003	0.921264648	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_plus	3	sabre	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_plus	3	lookahead	TRUE	0.853290456	0.977539063	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_plus	3	lookahead	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_minus	1	sabre	TRUE	0.852486003	0.921264648	5	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_minus	1	sabre	FALSE	0.525733214	0.686645508	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_minus	1	lookahead	TRUE	0.853290455	0.977539063	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_minus	1	lookahead	FALSE	0.525733214	0.686645508	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_minus	2	sabre	TRUE	0.852486003	0.921264648	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_minus	2	sabre	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_minus	2	lookahead	TRUE	0.853290455	0.977539063	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_minus	2	lookahead	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_minus	3	sabre	TRUE	0.852486003	0.921264648	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_minus	3	sabre	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	phi_minus	3	lookahead	TRUE	0.853290455	0.977539063	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.07	phi_minus	3	lookahead	FALSE	0.525733214	0.686645508	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	psi_plus	1	sabre	TRUE	0.819592184	0.897949219	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	psi_plus	1	sabre	FALSE	0.501027519	0.687255859	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	psi_plus	1	lookahead	TRUE	0.82035384	0.952392578	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	psi_plus	1	lookahead	FALSE	0.501027519	0.687255859	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.07	psi_plus	2	sabre	TRUE	0.819592184	0.897949219	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.07	psi_plus	2	sabre	FALSE	0.501027519	0.687255859	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
